text,emotion
"(Now) O Supreme Lord! As you have thus described Yourself, I wish to see (actually) Your Form Divine, O PURUSHOTTAMA.",general
"हे प्रभो ! यदि मेरे द्वारा आपका वह रूप देखा जाना शक्य है—ऐसा आप मानते है, तो हे योगेश्वर ! उस अविनाशी स्वरूप का मुझे दर्शन कराइये |",general
"O Great Lord of Yoga, if you think of me as being worthy and able to see your Supreme form, then display Your true, eternal self to me dear Lord.",general
श्रीभगवान् बोले —–हे पार्थ ! अब तू मेरे सैकड़ों-हजारों नाना प्रकार के और नाना वर्ण तथा नाना आकृति वाले अलौकिक रूपों को देख|,general
"The Blessed lord said: Behold O Dear Arjuna, as I reveal to you hundreds and even thousands of My various, divine forms of several colours and shapes.",general
"हे भरतवंशी अर्जुन ! तू मुझ में आदित्यों को अर्थात् अदितिं के द्बादश पुत्रों को, आठ वसुओं को, एकादश रुद्रों को, दोनों अश्विनी कुमारों को और उन्चास मरुदगणों को देख तथा और भी बहुत से पहले न देखे हुए आश्च",general
"Watch My Dear Devotee, as I disclose to you my various forms. The gods of sun, fire and light; the gods of storm, and lightning and the two beautiful charioteers of Heaven. Behold O Relative of Bharat",general
हे अर्जुन ! अब इस मेरे शरीर में एक जगह स्थित चराचर सहित सम्पूर्ण जगत् को देख तथा और भी जो कुछ देखना चाहते हो सो देख|,general
"Arjuna, see before you now, the whole universe as it both moving and at rest, see whatever you desire. See it all in me because I am in everything and everything is in Me.",general
परन्तु मुझको तू इन अपने प्राकृत नेत्रों द्वारा देखने में निःसंदेह समर्थ नहीं है ; इसी से मैं तुझे दिव्य अर्थात् अलौकिक चक्षु देता हूँ ; इससे तू मेरी ईश्वरीय योग शक्त्ति को देख |,motivation
"However, Dear Arjuna, understand that one can only see My divine form through divine eye-sight. You can never see Me through your mortal eyes. Therefore I will give you divine eye-sight to behold my d",motivation
संजय बोले — हे राजन् ! महा योगेश्वर और सब पापों के नाश करने वाले भगवान् ने इस प्रकार कहकर उसके पश्चात् अर्जुन को परम ऐश्वर्य युक्त्त दिव्य स्वरूप दिखलाया|,general
"Sanjaya (narrator of the Geeta), further explained to his King: Thus, when the great Lord Hari, God of Yoga  had spoken, He revealed to Partha (Arjuna) His Divine Form.",general
"अनेक मुख और नेत्रों से युक्त्त, अनेक अद्भ्रुत दर्शनों वाले, बहुत से दिव्य भूषणों से युक्त्त और बहुत से दिव्य शस्त्रों को हाथों में उठाये हुए, दिव्य माला और वस्त्रों को धारण किये हुए और दिव्य गन्ध का स",confusion
Sanjaya Continued: Arjuna had now begun to see the most extra-ordinary and miraculous visions and marvels; several faces; several divine ornaments and a countless amount of heavenly weapons. Sanjaya d,confusion
"1. दिव्य माला (हार) और परिधान पहने हुए, दिव्य unguents के साथ अभिषिक्त, सभी अद्भुत, चमकदार, अंतहीन, सभी पक्षों का सामना करना पड़ रहा है.",general
"1. Wearing divine garlands (necklaces) and apparel, anointed with divine unguents, the All-wonderful, Resplendent, Endless, facing all sides.",general
"आकाश में हजार सूर्यो के एक साथ उदय होने से उत्पन्न जो प्रकाश हो, वह भी उस विश्व रूप परमात्मा के प्रकाश के सद्र्श कदाचित् ही हो |",general
The divine radiance and beautiful light that was being emmitted by the glorious vision was so great that it could only be matched by the light of one thousand suns arising in the sky at once.,general
पाण्डु पुत्र अर्जुन ने उस समय अनेक प्रकार से विभक्त्त अर्थात् पृथक्-पृथक् सम्पूर्ण जगत् को देवों के देव श्रीकृष्ण भगवान् के उस शरीर में एक जगह स्थित देखा|,general
"Here, the Pandava (Arjuna) saw the whole universe in its several dimensions and varieties all gathered together in the Supreme Lord of Lords.",general
"फिर, धनंजय, आश्चर्य से भरा हुआ, अपने बालों के साथ अंत में खड़े थे, भगवान को अपना सिर झुकाया और जुड़ी हुई हथेलियों के साथ बात की।
",motivation
"Then, Dhananjaya, filled with wonder, with his hair standing on end, bowed down his head to the God and spoke with joined palms.",motivation
"अर्जुन बोले—–हे देव ! मै आपके शरीर में सम्पूर्ण देवों कों तथा अनेक भूतों के समुदायों कों, कमल के आसन पर विराजित ब्रह्मा को, महादेव को और सम्पूर्ण ऋषियों को तथा दिव्य सर्पो को देखता हूँ",general
"O Lord, I have seen within Thy heavenly body, all of the gods and the infinite variety of being that have been created by You. I see before Me the great Lord Brahma who is seated on the lotus throne, ",general
"हे सम्पूर्ण विश्व के स्वामिन् ! आपको अनेक भुजा, पेट, मुख, और नेत्रों से युक्त्त तथा सब ओर से अनन्त रूपों वाला देखता हूँ । हे विश्व रूप ! मैं आपके न अन्त को देखता हूँ न मध्य को, और न आदि को ही |",general
"   Arjuna explained to the Lord:                                                                                                                         O Krishna, I behold your image as being never-e",general
"आप को मैं मुकुट युक्त्त, गदा युक्त्त और चक्र युक्त्त तथा सब ओर से प्रकाशमान तेज के पुञ्ज, प्रज्वलित अग्नि और सूर्य के सद्र्श ज्योति युक्त्त, कठिनता से देखे जाने योग्य और सब ओर से अप्रमेय स्वरूप देखता ",general
"I can clearly see the crown, sceptre and discus glowing upon Your lotus body like a mass of intense light. Your dazzling image is difficult for me to behold and believe, yet I still see You in Your fu",general
"आप ही जानने योग्य परम अक्षर अर्थात् परब्रह्म परमात्मा हैं, आप ही इस जगत् के परम आश्रय हैं, आप ही अनादि धर्म के रक्षक है और आप ही अविनाशी सनातन पुरुष हैं । ऐसा मेरा मत हैं|",general
"You are immortal, imperishable and never ending. You are the height of knowledge and the Supreme to be realized by all. You are the support of this large universe. I think you to be the guardian and r",general
"आपको आदि, अन्त, और मध्य से रहित, अनन्त सामर्थ्य से युक्त्त, अनन्त भुजा वाले, चन्द्र-सूर्य रूप नेत्रों वाले, प्रज्वलित अग्नि रूप मुख वाले और अपने तेज से इस जगत् को संतप्त करते हुए देखता हूँ |",motivation
"O Great Lord, I see Thee as having no beginning, middle or end; being of endless and infinite power and glory which is all contained in Your unlimited number of divine arms. Thy face resembles an eter",motivation
"पृथ्वी और आकाश और सभी तिमाहियों के बीच का यह स्थान केवल तेरे द्वारा ही भरा हुआ है; यह देखने के बाद, अपने अद्भुत और भयानक रूप, तीन दुनिया भय से कांप रहे हैं, हे महान आत्मा होने के नाते",anxiety
"This space between earth and the heavens and all the quarters is filled by You alone; having seen this, Your wonderful and terrible form, the three worlds are trembling with fear, O great-souled Being",anxiety
वे ही देवताओं के समूह आप में प्रवेश करते है और कुछ भयभीत होकर हाथ जोड़े आपके नाम और गुणों का उच्चारण करते है तथा महर्षि और सिद्धो के समुदाय ‘कल्याण हो’ ऐसा कहकर उत्तम-उत्तम स्तोत्रों द्वारा आपकी स्तुत,anxiety
"The many hosts of gods join and come into You my Lord. Out of respect, fear and love for You, they praise and adore You. The great sages and seers all sing praises of Thy glory as well, Almighty Lord.",anxiety
"जो ग्यारह रूद्र और बारह आदित्य तथा आठ वसु, साध्य गण, विश्वेदेव अश्विनी कुमार तथा मरुदगण और पितरों का समुदाय तथा गन्धर्व, यक्ष, राक्षस और सिद्धों के समुदाय है —-वे सब ही विस्मित होकर आपको देखते है |",general
"The Rudras of destruction, the Adityas, the Vasus, the Sadhyas, and the Visvedevas; the two Asvins (Charioteers) of heaven; the Maruts (Lord of winds and storms); the Spirits of Ancestors; the divine ",general
"हे महाबाहो ! आपके बहुत मुख और नेत्रों वाले, बहुत हाथ, जड़ा और पैरो वाले, बहुत उदरों वाले और बहुत सी दाढ़ों के कारण अत्यन्त विकराल महान् रुपको देखकर सब लोग व्याकुल हो रहे हैं तथा मैं भी व्याकुल हो रहा ",anxiety
"However Dear Lord, the worlds cannot help but tremble at the fearful sight of Your mighty and terrifying forms. The forms consisting of many eyes, mouth, bellies, feet and terrible fangs that are too ",anxiety
"क्योंकि हे विष्णो ! आकाश को स्पर्श करने वाले, देदीप्यमान, अनेक वर्णों से युक्त्त तथा फैलाये हुए मुख और प्रकाश मान विशाल नेत्रों से युक्त्त आपको देखकर भयभीत अन्त:करण वाला मैं धीरज ओर शान्ति नहीं पाता ह",happiness
"O Lord, when I see Your vast and enormous form which reaches the sky, surrounded by a burning and magnificient glow of several beautiful colours, with mouth opened wide and large, my heart and inmost ",happiness
दाढ़ों के कारण विकराल और प्रलय काल की अग्नि के समान आपके मुखों कों देख कर मैं दिशाओं को नहीं जानता हूँ और सुख भी नहीं पाता हूँ । इसलिये हे देवेश ! हे जगन्निवास ! आप प्रसन्न हों |,confusion
"O Lord, seeing Your enormous facial features and frightening teeth like the fire that burns till the end of time and all existence, I find myself truly losing all sense of direction and peace with mys",confusion
"वे सभी धृतराष्ट्र के पुत्र राजाओं के समुदाय सहित आप में प्रवेश कर रहे हैं और भीष्म पितामह, द्रोणाचार्य तथा वह कर्ण और हमारे पक्ष के भी प्रधान योद्धाओं के सहित सब-के-सब आपके दाढ़ों के कारण विकराल भयानक",anxiety
"Arjuna began to explain: All the sons of Dhratarashtra together with the other hosts of kings and princes along with Bhisma, Drona, and Karna and other great warriors on our side….Arjuna Continued:…ar",anxiety
"जैसे नदियों के बहुत से जल के प्रवाह स्वाभाविक ही समुद्र के ही सम्मुख दौड़ते हैं अर्थात् समुद्र में प्रवेश करते हैं, वैसे ही वे नरलोक के वीर भी आपके प्रज्वलित मुखों में प्रवेश कर रहे हैं|",general
Your flaming mouths are consuming all of these heroes of our modern world like roaring torrents of rivers rushing forward into the ocean.,general
"जैसे पतंग मोह वश नष्ट होने के लिये प्रज्वलित अग्नि में अतिवेग से दौड़ते हुए प्रवेश करते हैं, वैसे ही ये सब लोग भी अपने नाश के लिये आपके मुखों में अतिवेग से दौड़ते हुए प्रवेश कर रहे हैं| ",general
"All of these men are rushing swiftly into the blazing fire coming from Your several mouths, towards their death and destruction just as moths swiftly rush into a burning flame and die.",general
"आप उन सम्पूर्ण लोकों को प्रज्वलित मुखों द्वारा ग्रास करते हुए सब ओर से बार- बार चाट रहे है, हे विष्णो ! आपका उग्र प्रकाश सम्पूर्ण जगत् को तेज के द्वारा परिपूर्ण करके तपा रहा हैं |",general
"The large fires that can be seen from within the mouths of Your divine forms, devour all the worlds of the universe. Your glorious, fiery rays fill the whole universe. However, Dear Vishnu, this very ",general
मुझे बतलाइये कि आप उग्र रूप वाले कौन हैं ? हे देवों में श्रेष्ट ! आपको नमस्कार हो । आप प्रसन्न होईये । आदि पुरुष आपको मैं विशेष रूप से जानना चाहता हूँ ; क्योंकि मैं आपकी प्रवृति को नहीं जानता|,motivation
"Dear Lord Supreme, I do not understand Your mysterious ways. Reveal Yourself to me! Who are You in this terrible form? Be gracious to me Dear Lord, and explain to me the secret of Your reality, for I ",motivation
"श्रीभगवान् बोले— मैं लोकों का नाश करने वाला बढ़ा हुआ महाकाल हूँ । इस समय इन लोकों को नष्ट करने के लिये प्रवृत हुआ हूँ । इसलिये  जो प्रतिपक्षियों की सेना में स्थित योद्धा लोग हैं, वे सब तेरे बिना भी नह",stress
"The Blessed Lord spoke: Dear Arjuna, understand that I am the all-powerful entity known as Time, which destroys all beings in this universe. Even without the help of your actions, all of these warrior",stress
अतएव तू उठ ! यश प्राप्त कर और शत्रुओं को जीत कर धन-धान्य सम्पन्न राज्य को भोग । ये सब शूर वीर पहले ही से मेरे द्वारा मारे हुए हैं  । हे सव्यसाचिन् ! तू तो केवल निमित्त मात्र बन जा|,stress
"Therefore, arise O son of Kunti (Arjuna), win thy glory, conquer your enemies, enjoy a prosperous kingdom! Through the result of their own Karma, I have doomed these people to die and you, My Dear dis",stress
"द्रोणाचार्य और भीष्म पितामह तथा जयद्रथ और कर्ण तथा और भी बहुत से मेरे द्वारा मारे हुए शूर वीर, योद्धाओं को तू मार । भय मत कर । नि:संदेह तू युद्ध में बैरियों को जीतेगा । इसलिये युद्ध कर|",stress
"Do not fear O Arjuna! Fight and slay all these great warriors such as Drona, Bhisma, Karna and Jayad-Ratha, who are already doomed for death! Be bold O Arjuna! perform your duty; conquer your enemies ",stress
"संजय बोले —– केशव भगवान् के इस वचन को सुन कर मुकुट धारी अर्जुन हाथ जोड़ कर काँपता हुआ नमस्कार करके, फिर भी अत्यन्त भयभीत होकर प्रणाम करके भगवान् श्रीकृष्ण के प्रति गदगद वाणी से बोले|",general
"Sanjaya narrated to his King: When Arjuna had heard the words of Krishna, he folded his hands and bowed his trembling body down before the Great Lord in adoration and in a faultering voice he spoken:",general
"अर्जुन बोले—-हे अन्तर्यामिन् ! यह योग्य ही है की आपके नाम, गुण और प्रभाव के कीर्तन से जगत् अति हर्षित हो रहा है और अनुराग को भी प्राप्त हो रहा है तथा भयभीत राक्षस लोग दिशाओं में भाग रहे है और सब सिद्ध",confusion
"Dear Krishna, it is a true fact that countless people sing thy praise and take delight in glorifying You. The Rakshasas (evil-doers) flee in terror in all directions from Your Divine Might! All the gr",confusion
"हे महात्मन् ! ब्रह्मा के भी आदिकर्ता और सबसे बड़े आप के लिये वे कैसे नमस्कार न करें ; क्योकि हे अनन्त ! हे देवेश ! हे जगन्निवास ! जो सत्, असत् और उनसे परे अक्षर अर्थात् सच्चिदानन्धन ब्रह्मा है वह आप ह",general
"To think that any wiseman would do anything else but bow down before Your infinite greatness. is unwise, O Blessed Lord, Lord of Lords, Spirit Supreme! You are the Lord of Brahma (the Lord of Creation",general
"आप आदि देव और सनातन पुरुष हैं, आप इस जगत् के परम आश्रय और जानने वाले तथा जानने योग्य और परम धाम हैं । हे अनन्त रूप ! आप से यह सब जगत् व्याप्त अर्थात् परिपूर्ण हैं|",general
You are the first and foremost of Gods; You are the beginning of all existence and are the support of this vast universe. You know all and You are all that is to be known. You are the sole Supreme Goa,general
"आप वायु, यमराज ; अग्नि, वरुण, चन्द्रमा, प्रजा के स्वामी ब्रह्मा और ब्रह्मा के भी पिता हैं । आपके लिये हजारों बार नमस्कार ! नमस्कार हो !! आपके लिये फिर भी बार-बार नमस्कार ! नमस्कार !!|",general
You are the wind (Vayu); Yama (the destroyer); You are the Sea-God (Varuna); the moon (Lord Sasanka); the Grand King of all (Prajapati). Hail to Thee O Lord! A thousand adorations to thee! Again and a,general
"हे अनन्त सामर्थ्य वाले ! आपके लिये आगे से और पीछे से भी नमस्कार ! हे सर्वात्मन् ! आपके लिये सब ओर से ही नमस्कार हो । क्योंकि अनन्त पराक्रमशाली आप समस्त संसार को व्याप्त किये हुए है, इससे आप ही सर्वरूप",confusion
"May good prayers, adorations, and salutations come to Your greatness from all directions O Mighty Lord Krishna! O Lord of all aspects of this universe, limitless in power and infinite might. You, the ",confusion
"आपके इस प्रभाव को न जानते हुए, आप मेरे सखा हैं ऐसा मानकर प्रेम से अथवा प्रमाद से भी मैने ‘हे कृष्ण !,’ हे यादव !,’ हे सखे !’ इस प्रकार जो कुछ बिना सोचे समझे ह्ठात् कहा हैं और हे अच्युत ! जो मेरे द्वार",general
"O Madhava (Krishna). my dear comrade and Lord, for whatever I have unthinkingly said to You, ignorant of the fact  that You are very much more a Greater Being than simply MY companion in battle; for m",general
"जिस भी तरह से मैंने मज़े के लिए आपका अपमान किया हो सकता है, जबकि खेल में, प्रस्तुत करने या बैठने, या भोजन पर, जब अकेले (आपके साथ), हे अच्युता, या कंपनी में - कि, हे अथाह एक, मैं आपको क्षमा करने के लिए",general
"In whatever way I may have insulted You for the sake of fun, while at play, reposing or sitting, or at meals, when alone (with You), O Achyuta, or in company — that, O Immeasurable One, I implore You ",general
"आप इस चराचर जगत् के पिता और सबसे बड़े गुरु एवं अति पूजनीय हैं, हे अनुपम प्रभाव वाले ! तीनों लोकों में आपके समान भी दूसरा कोई नहीं है फिर अधिक तो कैसे हो सकता हैं ।",general
Arjuna continued to praise Krishna: You are the divine father of All. The Supreme Master. You are all that is moving and unmoving. You are the single object of worship in all the universe and the Supr,general
"अतएव हे प्रभो ! मैं शरीर को भली भांति चरणों में निवेदित कर प्रणाम करके स्तुति करने योग्य आप ईश्वर को प्रसन्न होने के लिये प्रार्थना करता हूँ, हे देव ! पिता जैसे पुत्र के, सखा जैसे सखा के और पति जैसे प",general
"I kneel before Your greatness O Lord, simply in love and adoration for You! I beg for beg your good grace and mercy on me, O Vishnu. I plead with Thee Shri Krishna, as a friend to his friend or as a l",general
मैं पहले न देखे हुए आपके इस आश्चर्य मय रूप को देख कर हर्षित हो रहा हूँ और मेरा मन भय से अति व्याकुल भी हो रहा हैं ; इसलिये आप उस अपने चतुर्भुज विष्णु रूप को ही मुझे दिखलाइये ! हे देवेश ! हे जगन्निवास ,anxiety
"Arjuna expressed gratefully:
The vision that I have seen because of your divine Grace, no mortal man has seen before, At the same time, I rejoice with extreme joy and my heart trembles with fear of Yo",anxiety
"मैं तुम्हें पहले की तरह देखना चाहता हूँ, मुकुट पहनाया, एक गदा असर, हाथ में एक डिस्कस के साथ, केवल अपने पूर्व रूप में, चार हथियारों, हे हजार सशस्त्र, हे सार्वभौमिक रूप से होने.",general
"I desire to see You as before, crowned, bearing a mace, with a discus in hand, in Your Former Form only, having four arms, O Thousand-armed, O Universal Form.",general
"श्रीभगवान् बोले ——-हे अर्जुन ! अनुग्रह पूर्वक मैंने अपनी योग शक्त्ति के प्रभाव से यह मेरा परम तेजोमय, सबका आदि और सीमा रहित विराट् रूप तुझको दिखलाया है, जिसे तेरे अतिरिक्त दूसरे किसी ने पहले नहीं देखा",general
"The Lotus-colured Lord Krishna said: Through My divine Power and Grace, Dearest Arjuna, I have shown you the form Supreme made of a divine glow, which is the infinite, endless and true form of mine fr",general
"हे अर्जुन ! मनुष्य लोक में इस प्रकार विश्व रूप वाला मैं न वेद और यज्ञों के अध्ययन से, न दान से, न क्रियाओं से और न उग्र तपों से ही तेरे अतिरिक्त दूसरे के द्वारा देखा जा सकता हूँ ।",stress
"The Blessed Lord spoke solemnly: O Arjuna, you the greatest of Kurus alone has seen My true and Supreme form. Consider yourself fortunate for neither through the Vedas, nor through sacrifices, nor stu",stress
"डरो मत, और न ही इस तरह के रूप में मेरे एक भयानक रूप को देखकर चकित हो जाओ; अपने डर के साथ और खुश दिल के साथ, अब फिर से मेरे इस रूप को देखो।",anxiety
"Be not afraid, nor bewildered on seeing such a terrible-Form of Mine as this; with your fear dispelled and with gladdened heart, now behold again this Form of Mine.",anxiety
संजय बोले ——-वासुदेव भगवान् ने अर्जुन के प्रति इस प्रकार कहकर फिर वैसे ही अपने चतुर्भुज रूप को दिखलाया और फिर महात्मा श्रीकृष्ण ने सौम्य मूर्ति होकर इस भयभीत अर्जुन को धीरज दिया|,anxiety
"Sanjaya further recounted: Having said this to Arjuna, the great Lord Vasudeva (Krishna) revealed to Arjuna, His human form once more. Thus the Lord of all beings gave peace to Arjuna’s fear and comfo",anxiety
अर्जुन बोले —–हे जनार्दन ! आपके इस अति शान्त मनुष्य रूप को देखकर अब मैं स्थिर चित्त हो गया हूँ और अपनी स्वाभाविक स्थिति को प्राप्त हो गया हूँ ।,happiness
"Arjuna responded in relief: Now that I see your gentle human form Dear Krishna, I have returned back to my normal self with a peaceful mind and heart.",happiness
"श्रीभगवान् बोले ——मेरा जो चतुर्भुज रूप तुमने देखा हैं, यह सुदुर्दर्श है अर्थात् इसके दर्शन बड़े ही दुर्लभ हैं । देवता भी सदा इस रूप के दर्शन की आकांक्षा करते रहते हैं |",general
"The Blessed lord said: Dear Arjuna, the Divine form of Myself which you have seen with so much difficulty is an experience which even the other gods and godesses in heaven long to see.",general
"जिस प्रकार तुमने मुझको देखा है —–इस प्रकार चतुर्भुज रूप वाला मैं न वेदों से, न तप से, न दान से और न यज्ञ से ही देखा जा सकता हूँ ।",general
"Not even with such religious acts as ritual offerings, gifts to the unfortunate and poor, and by leading a life only of worship and devotion to Me, can one be so fortunate as to witness what you have.",general
"परन्तु हे परंतप अर्जुन ! अनन्य भक्क्ति के द्वारा इस प्रकार चतुर्भुज रूप वाला मैं प्रत्यक्ष देखने के लिये, तत्व से जानने के लिये तथा प्रवेश करने के लिये अर्थात् एकीभाव से प्राप्त होने के लिये भी शक्य ह",general
"It is only by true love and selfless devotion that one can truly come to know Me, see Me in My true form, and be an eternal part of Me.",general
"हे अर्जुन ! जो पुरुष केवल मेरे ही लिये सम्पूर्ण कर्तव्य कर्मों को करने वाला हैं, मेरे परायण है, मेरा भक्त्त हैं, आसक्तिरहित है और सम्पूर्ण भूत प्राणियों में वैर भाव से रहित है वह अनन्य भक्ति युक्त पुर",stress
He who truly loves Me; devotes his whole life to performing actions to please only Myself; who recognizes that I am the Supreme and final goal of life; who is free from all attachment and has love for,stress
अर्जुन बोले- जो अनन्यप्रेमी भक्तजन पूर्वोक्त प्रकारसे निरन्तर आपके भजन-ध्यानमें लगे रहकर आप सगुणरूप परमेश्वरको और दूसरे जो केवल अविनाशी सच्चिदानन्दघन निराकार ब्रह्मको ही अतिश्रेष्ठ भावसे भजते हैं – उन,general
Arjuna asked: Those devotees who worship you as the one without attributes (formless) and those who worship you as the one with attributes (with form); which of these are better versed in Yoga?,general
"श्रीभगवान् बोले—मुझमें मनको एकाग्र करके निरन्तर मेरे भजन-ध्यानमें लगे हुए जो भक्तजन अतिशय श्रेष्ठ श्रद्धासे युक्त होकर मुझ सगुणरूप परमेश्वरको भजते हैं, वे मुझको योगियोंमें अति उत्तम योगी मान्य हैं|",general
"The Blessed Lord said: Those who have fixed their minds on Me and worship me with total dedication and faith, them I consider perfect in Yoga.",general
"परन्तु जो पुरुष इन्द्रियोंके समुदायको भली प्रकार वशमें करके मन-बुद्धिसे परे, सर्वव्यापी, अकथनीयस्वरूप और सदा एकरस रहनेवाले, नित्य, अचल, निराकार, अविनाशी, सच्चिदानन्दघन ब्रह्मको निरन्तर एकीभावसे ध्यान ",general
"But those who worship the formless, the Indefinable, the Imperishable, the Unmanifest, the Omnipresent, the Unthinkable, the Unchangeable, the Immovable, the External- Having controlled all of the sen",general
न सच्चिदानन्दघन निराकार ब्रह्ममें आसक्त चित्तवाले पुरुषोंके साधनमें परिश्रम विशेष है; क्योंकि देहाभिमानियोंके द्वारा अव्यक्तविषयक गति दुःखपूर्वक प्राप्त की जाती है|,general
"However, the worship of God without form is very difficult for the embodied because it is very hard to set the mind on the unmanifest, i.e. the one not capable of being recognized with the aid of the ",general
परन्तु जो मेरे परायण रहनेवाले भक्तजन सम्पूर्ण कर्मोंको मुझमें अर्पण करके मुझ सगुणरूप परमेश्वरको ही अनन्य भक्तियोगसे निरन्तर चिन्तन करते हुए भजते हैं|,stress
"But those who worship Me, dedicating all actions to Me, regarding Me as the Supreme Goal, meditating on Me with single-mindness.",stress
हे अर्जुन ! उन मुझमें चित्त लगानेवाले प्रेमी भक्तोंका मैं शीघ्र ही मृत्युरूप संसार-समुद्रसे उद्धार करनेवाला होता हूँ|,general
"These worshippers’ thoughts are set on Me; hence O Arjuna, I become their saviour from the wheel of birth and death.",general
"मुझमें मनको लगा और मुझमें ही बुद्धिको लगा; इसके उपरान्त तू मुझमें ही निवास करेगा, इसमें कुछ भी संशय नहीं है|",anxiety
"Therefore, fix your mind on Me alone, let your thoughts reside in Me. You will hereafter live in Me alone. Do not have any doubt about it.",anxiety
यदि तू मनको मुझमें अचल स्थापन करनेके लिये समर्थ नहीं है तो हे अर्जुन! अभ्यासरूप योगके द्वारा मुझको प्राप्त होनेके लिये इच्छा कर|,general
"If you are not able to set your mind on Me, O Arjuna, then wish to reach Me by the Yoga of constant practice.",general
यदि तू उपर्युक्त अभ्यासमें भी असमर्थ है तो केवल मेरे लिये कर्म करनेके ही परायण हो जा । इस प्रकार मेरे निमित्त कर्मोंको करता हुआ भी मेरी प्राप्तिरूप सिद्धिको ही प्राप्त होगा|,stress
"If you are unable to perform the Yoga of constant practice, then be intent on doing your actions for My sake; thus, performing actions for My sake, you will attain perfection.",stress
यदि मेरी प्राप्तिरूप योगके आश्रित होकर उपर्युक्त साधनको करनेमें भी तू असमर्थ है तो मन बुद्धि – आदिपर विजय प्राप्त करनेवाला होकर सब कर्मोंके फलका त्याग कर|,stress
"If you cannot do actions for My sake, then taking refuge in Me, renounce (abandon) all the fruits of action by controlling yourself.",stress
मर्मको न जानकर किये हुए अभ्याससे ज्ञान श्रेष्ठ है; ज्ञानसे मुझ परमेश्वरके स्वरूपका ध्यान श्रेष्ठ है और ध्यानसे भी सब कर्मोंके फलका त्याग श्रेष्ठ है; क्योंकि त्यागसे तत्काल ही परम शान्ति होती है|,stress
"To gain spiritual knowledge is better than to practise Yoga; Meditation is better than Knowledge, abandoning the fruit of action is better than meditation because peace immediately follows the abandon",stress
"जो पुरुष सब भूतोंमें द्वेषभावसे रहित, स्वार्थरहित, सबका प्रेमी और हेतुरहित दयालु है तथा ममतासे रहित, अहंकारसे रहित, सुख-दुःखोंकी प्राप्तिमें सम और क्षमावान् है अर्थात् अपराध करनेवालेको भी अभय देनेवाला",happiness
"The Lord describes the divine qualities of a devotee: He who hates no one, who is friendly and compassionate to all, who is free of egoism, balanced in pain and pleasure and forgiving. He who is ever ",happiness
"जिससे कोई भी जीव उद्वेगको प्राप्त नहीं होता और जो स्वयं भी किसी जीवसे उद्वेगको प्राप्त नहीं होता; तथा जो हर्ष, अमर्ष, भय और उद्वेगादिसे रहित है – वह भक्त मुझको प्रिय है|",anxiety
"He who does not harm anyone in the world and from whom the world is not agitated, and he who knows no joy, envy, fear and anxiety, that devotee is dear to me.",anxiety
"जो पुरुष आकांक्षासे रहित, बाहर भीतरसे – शुद्ध चतुर, पक्षपातसे रहित और दुःखोंसे छूटा २ हुआ है – वह सब आरम्भोंका त्यागी मेरा भक्त मुझको प्रिय है|",stress
"He who is free from desires, who is pure, expert, unconcerned, free from pain, selfless in all of his actions, he who is thus devoted to Me, is dear to Me.",stress
"जो न कभी हर्षित होता है, न द्वेष करता है, न शोक करता है, न कामना करता है तथा जो शुभ और अशुभ सम्पूर्ण कर्मोंका त्यागी है – वह भक्तियुक्त पुरुष मुझको प्रिय है|",general
"He who neither rejoices (obtaining the desirable objects), nor hates (the undesirable objects), nor grieves (losing his beloved objects), nor desires (his beloved objects), free from the notions of go",general
"जो शत्रु मित्रमें और मान-अपमानमें सम है – तथा सरदी, गरमी और सुख-दुःखादि द्वन्द्वोंमें सम है और आसक्तिसे रहित है|",happiness
"He who is the same to enemy and friend and also in honour and dishonour, in cold and heat, in pleasure and pain, and who is free from attachment-",happiness
"जो निन्दा – स्तुतिको समान समझनेवाला, मननशील और जिस किसी प्रकारसे भी शरीरका निर्वाह होनेमें सदा ही सन्तुष्ट है और रहनेके स्थानमें ममता और आसक्तिसे रहित है – वह स्थिरबुद्धि भक्तिमान् पुरुष मुझको प्रिय ह",general
"He who is neutral in censure and praise, He who is silent, content with anything (in the world), does not claim any residence as his home, he who is steady-minded, full of devotion; that man is dear t",general
"परन्तु जो श्रद्धायुक्त पुरुष मेरे परायण होकर इस ऊपर कहे हुए धर्ममय अमृतको निष्काम प्रेमभावसे सेवन करते हैं, वे भक्त मुझको अतिशय प्रिय हैं|",general
"They who follow this immortal law as described above, endowed with faith, looking upon Me as their supreme goal and being devoted, are extermely dear to Me.",general
"श्रीभगवान् बोले- हे अर्जुन ! यह शरीर ‘क्षेत्र १ इस नामसे कहा जाता है और इसको जो जानता है, उसको ‘क्षेत्रज्ञ’ इस नामसे उनके तत्त्वको जाननेवाले ज्ञानीजन कहते हैं|",general
